id;message_id;question_text;bot_answer;feedback;user_id;timestamp
100;2646;"Куда прикреплять документы, которые свидетельствуют о том, что отец ребёнка — ветеран боевых действий Чечни, при зачислении в вуз? В раздел ""Справка об участии в СВО""  ?";В интернете есть много сайтов с информацией на эту тему. [Посмотрите, что нашлось в поиске](https://ya.ru);👎;7223142569;2025-06-30 05:50:09
101;2652;Здравствуйте. Какое общежитие принадлежит ИРИТ РТФ?  И есть ли контакты к кому обращаться? или можно попробовать в любое общежитие написать заявление?;"Общежитие не принадлежит конкретному факультету, а предоставляется всем иногородним студентам УрФУ, в том числе и студентам ИРИТ-РТФ, на основе рейтинга. С 2026 года планируется заселение в новый кампус в Новокольцово.

Для получения более подробной информации можно обратиться в приёмную комиссию по адресу: Екатеринбург, ул. Мира, 19, или через телеграм-канал и социальные сети.";👍;1599480409;2025-06-30 06:06:03
102;2607;А программа по ивт с ИИ в этом году впервые будет?;"Программа «Алгоритмы искусственного интеллекта» уже существует в ИРИТ-РТФ УрФУ и реализуется на направлении 09.03.01 «Информатика и вычислительная техника». Она готовит специалистов, владеющих современными методами машинного обучения, компьютерного зрения и обработки естественного языка. Студенты изучают ключевые алгоритмы и технологии ИИ, включая чат-боты и генерацию изображений, которые позволяют создавать интеллектуальные системы, выполняющие творческие задачи. Выпускники востребованы в различных сферах: промышленности, банковском деле, медицине, образовании и науке. Программа открывает широкие карьерные возможности в условиях быстрого развития технологий искусственного интеллекта.

Если у вас есть другие вопросы о направлениях ИРИТ-РТФ, я буду рад на них ответить.";👍;1362346151;2025-06-30 06:23:52
103;2660;На целевое прошёл или не прошел будет известно раньше???;Результаты конкурсного отбора на целевое обучение станут известны в соответствии с установленными сроками приёма документов. О поступлении или непрохождении на целевое обучение будет сообщено в рамках общих сроков приёма. Если у вас есть вопросы по целевому обучению, вы можете подать документы через Госуслуги и пройти собеседование, а также ознакомиться с правилами приёма на целевое обучение, опубликованными на сайте УрФУ.;👍;5878902211;2025-06-30 08:48:12
104;2739;А как определяется работодатель при целевом обучение?;Для поступления на целевое обучение необходимо подать документы через Госуслуги и пройти собеседование. Работодатель определяется на основании договора, который заключается с организацией, заинтересованной в обучении специалиста. Подробную информацию о целевом обучении можно найти в отдельном разделе на сайте УрФУ.;👍;2088101626;2025-06-30 12:42:06
105;2754;Уточните пожалуйста. Если отец ветеран боевых действий ЧР 1996 года, то какие нибудь льготы для  поступающих есть?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👍;1899823447;2025-06-30 14:12:45
106;2757;Здравствуйте, если поступать по бви (Призер по физике «Изумруд»), то будет повышенная стипендия первый семестр? У вас на сайте только про русский, математику и информатику написано.;"Здравствуйте!

При поступлении по БВИ (без вступительных испытаний) на основании призового места в олимпиаде «Изумруд» по физике вы получите дополнительные баллы, которые могут повлиять на ваш общий рейтинг при поступлении. Однако наличие повышенной стипендии в первом семестре обычно зависит от вашей успеваемости в течение семестра.

Если у вас есть дополнительные вопросы о поступлении в ИРИТ-РТФ УрФУ, буду рад на них ответить!";👎;1899823447;2025-06-30 14:48:51
107;2764;"Добрый вечер.
Где-то есть расписание встреч с представителями направлений ИРИТ-РТФ? Дайте, пожалуйста, ссылку.";Этот вопрос не относится к конкретным направлениям ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ. Если у вас есть вопросы по этим направлениям, буду рад ответить.;👎;1899823447;2025-06-30 17:42:25
108;2770;Это на госуслугах? Спасибо;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Если вас интересует поступление в ИРИТ-РТФ УрФУ, я с радостью предоставлю вам информацию о доступных направлениях, проходных баллах, количестве бюджетных и контрактных мест, а также условиях подачи документов через портал Госуслуг.";👍;5410584619;2025-06-30 18:25:25
109;2775;Интересно, а фильтр по направлениям будет?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👍;1231374481;2025-06-30 18:54:28
110;2772;Добрый вечер! Если подаёшь заявление на гу, с применением справки отдельной квоты, галочку в окошке с отдельной квотой и основными местами два раза ставить( и там, и там)или допустимо выбрать что-то одно?;При подаче заявления вы должны указать приоритеты отдельно по каждой квоте (особая, целевая, основная) и один общий приоритет по платным местам (1 — наивысший). Вы можете участвовать в конкурсе на 5 направлений одновременно и изменить приоритеты до окончания приёма документов, оформив новый «Лист участника конкурса».;👍;1231374481;2025-06-30 18:54:32
111;2779;А в студ городок как часто нужно будет ездить?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1334555066;2025-06-30 19:44:26
112;2771;Здравствуйте, где смотреть списки абитуриентов, которые поступают в ирит ртф?;Списки абитуриентов, поступающих в ИРИТ-РТФ, можно найти на официальном сайте УрФУ.;👎;344785846;2025-07-01 04:04:08
113;2806;Здравствуйте, можно узнать средний балл поступивших на программную инженерию в прошлом году?;Проходной балл на направление «Программная инженерия» (09.03.04) в ИРИТ-РТФ УрФУ в 2024 году составил 244 балла.;👍;2088101626;2025-07-01 06:09:05
114;2809;а сколько баллов по каждому из предметов?;"Для поступления на направления ИРИТ-РТФ УрФУ необходимо сдавать ЕГЭ по следующим предметам: русский язык, математика (профильный уровень), информатика или физика. Проходные баллы на разные направления в 2024 году варьировались, например:

- «Информатика и вычислительная техника» — проходной балл 241;
- «Алгоритмы искусственного интеллекта» — проходной балл 246;
- «Прикладная информатика» — проходной балл 247;
- «Прикладной искусственный интеллект» — проходной балл 239;
- «Программная инженерия» — проходной балл 244;
- «Безопасность компьютерных систем» — проходной балл 239;
- «Радиотехника» — проходной балл 184;
- «Инфокоммуникационные технологии и системы связи» — проходной балл 217;
- «Конструирование и технология электронных средств» — проходной балл 184;
- «Управление в технических системах» — проходной балл 217.

Если вас интересует конкретное направление, я могу предоставить более детальную информацию.";👍;1699192009;2025-07-01 06:39:11
115;2784;А их отфильтровать можно как-то?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1231374481;2025-07-01 12:19:12
116;2854;Добрый день! Последний день когда можно поменять расстановку приоритетов на бюджет 25 июля? И на платное когда?;"Изменить приоритеты для участия в конкурсе можно до окончания приёма документов, оформив новый «Лист участника конкурса».

Для бюджета (без экзаменов) сроки подачи документов — с 20 июня по 25 июля.

Для платного обучения (без экзаменов) — до 5 сентября.";👎;2108952751;2025-07-01 13:32:39
117;2851;"А можно тогда вопрос по магистратуре, если ты уже студент магистр, но в академическом отпуске, то можно участвовать в конкурсе без отчисления? Попробовать перепоступить не забирая документы из вуза, что если не получиться поступить просто чтобы никак не сказалось на нынешнем обучении?


И если можно так сделать то как лучше подавать документы? Обязательно через гос. услуги или можно через лк абитуриента?";Этот вопрос не относится к поступлению на направления ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;448848227;2025-07-01 13:35:33
118;2858;Вот и вопрос, по 25 июля включительно?;Да, сроки подачи документов на бюджет без экзаменов — с 20 июня по 25 июля включительно.;👍;2108952751;2025-07-01 14:02:57
119;2876;А если нужно попасть в общежитие? Я уже совсем запутался 😭;"Место в общежитии закрепляется на весь срок обучения. Студенты живут в студиях на двоих: в каждой студии есть две кровати, рабочие места, своя ванная и кухня; корпуса оборудованы лифтами и имеют коридорную систему. 

Совместное проживание возможно только для официальных супругов (по свидетельству о браке). Заселение с другом или одноклассником возможно через обращение к ответственным после публикации списков. Индивидуальное проживание возможно при наличии свободных мест — это нужно уточнять в деканате или жилищной комиссии.

Общежитие предоставляется иногородним студентам по рейтингу, оно платное (кроме льготников).";👍;5944980799;2025-07-01 14:58:09
120;2905;Здравствуйте, подскажите пожалуйста, конкурсные списки на Госуслугах и в личном кабинете УрФУ одинаковые ведь?;Этот вопрос не относится к направлениям ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;2013300990;2025-07-01 18:07:37
121;2909;я на 6 программ смог отправить... может такое быть или система не допустила бы?;В УрФУ можно участвовать в конкурсе на поступление по пяти направлениям одновременно. Если вы отправили заявления на шесть программ, возможно, произошла ошибка. Пожалуйста, проверьте правильность подачи документов.;👎;1442413702;2025-07-01 18:51:22
122;2906;Здравствуйте, а мы можем подать на 5 направлений в матмехе и на 5 в ирит ртф?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

В ИРИТ-РТФ УрФУ можно подать документы на несколько направлений, но общее количество направлений для подачи документов в УрФУ ограничено пятью.";👎;1442413702;2025-07-01 18:51:26
123;2920;Уже подал заявление, но вспомнил что могу получить +4 балла за изумруд. Можно же подредактировать и добавить сертификат?;Да, вы можете дополнить ваше заявление сертификатом участника олимпиады «Изумруд», чтобы получить дополнительные баллы. Пожалуйста, убедитесь, что вы делаете это до окончания срока подачи документов, чтобы ваши баллы были учтены при рассмотрении вашей кандидатуры.;👍;1040908506;2025-07-01 19:42:08
124;2924;Если я подаю документы в УрФу, то я могу выбрать суммарно только 5 направлений (контракт и бюджет)? То есть, если я подают на мат-тех и Ирит-Ртф это будет общая сумма направлений, всего 5?;Да, вы можете выбрать суммарно не более пяти направлений в целом по УрФУ, включая как бюджетные, так и контрактные места. Это общее правило для всех институтов УрФУ, включая ИРИТ-РТФ.;👍;926065101;2025-07-02 02:33:12
125;2926;Сроки подачи документов по результатам ЕГЭ?;Сроки подачи документов для поступления на бюджет по результатам ЕГЭ в ИРИТ-РТФ УрФУ в 2025 году: с 20 июня по 25 июля.;👎;7537674450;2025-07-02 03:50:17
126;2969;А где мне взять документы, которые прикреплять, если я участвовал в измруде?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Если у вас есть вопросы о поступлении на направления в ИРИТ-РТФ, буду рад на них ответить.";👎;1652492951;2025-07-02 08:48:21
127;2974;Справку 086 нужно по месту жительства делать, с ней быстрее пройти у вас медкомиссию?;Медсправка 086-У нужна только для ряда направлений, которые вы сможете найти на официальном сайте ИРИТ-РТФ УрФУ. Она требуется не для всех программ.;👍;1327331578;2025-07-02 08:53:09
128;2986;"Здравствуйте, вы можете сказать какой был средний балл поступивших на бюджет по программе ""Радиоэлектронные системы и комплексы"" в 2024 году ?";Этот вопрос не относится к программе «Радиоэлектронные системы и комплексы». Я могу рассказать о направлениях, которые есть в ИРИТ-РТФ УрФУ, таких как «Радиотехника» и другие технические программы. Проходной балл на направление «Радиотехника» в 2024 году составил 184 балла.;👎;1856474786;2025-07-02 09:36:07
129;3010;а до скольки работает стенд ИРИТа?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1260262101;2025-07-02 11:06:36
130;2984;И о каком терапевте речь, если студент из другого края? Врач при общежитии имеется ввиду или в обычной поликлинике там у вас? Как пройти всех в день заселения?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 12:33:27
131;2988;Как через Госуслуги портфолио прикрепить?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 12:33:36
132;2989;"Здравствуйте, если я поступлю учиться в  УРФУ на направления где принимают из ЕГЭ русский, проф. математика, химия/биология 
смогу ли я перевестись к вам на прикладную информатику?";"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Для поступления на направление «Прикладная информатика» необходимо сдавать ЕГЭ по русскому языку, профильной математике и информатике или физике. Перевод между институтами УрФУ возможен по заявлению с копией зачётки или академической справки, при этом оформляется протокол с академической разницей.";👎;1652492951;2025-07-02 12:33:38
133;2990;Зачем? Его никто не смотрит;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 12:33:40
134;3018;Это откуда фото?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 12:35:15
135;3021;Блин, а полная презентация есть у кого?;Этот вопрос не относится к конкретным направлениям ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ. Если вас интересует какое-то конкретное направление, я с радостью предоставлю вам подробную информацию.;👎;1652492951;2025-07-02 12:35:17
136;3023;Здравствуйте. А как вы подтверждали участие? Сертификат печатали?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 12:36:29
137;3045;Здравствуйте, что нужно прикрепить на госуслугах, чтобы подтвердить участие в региональном этапе ВсОШ?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Если у вас есть вопросы по поступлению на направления ИРИТ-РТФ УрФУ, буду рад ответить на них.";👍;869614378;2025-07-02 15:43:13
138;3049;Здравствуйте! Хотел бы узнать, с какими языками программирования и фреймворками вы работаете на курсе прикладной информатики?;На первых курсах направления «Прикладная информатика» в ИРИТ-РТФ УрФУ изучаются различные языки программирования, такие как C#, C/C++, Go, Java, JavaScript, TypeScript, Python, PHP и другие. Студенты также имеют возможность выбора фреймворков в процессе обучения.;👍;750887438;2025-07-02 16:13:27
139;3038;Здесь написано про средний балл оценок. А где они отображаются? На госуслугах только номер атестта. Или их нужно было подгружать на госуслуги или они там где-то есть?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Если у вас есть вопросы по поступлению на направления ИРИТ-РТФ УрФУ, буду рад на них ответить.";👎;1652492951;2025-07-02 18:02:23
140;3037;А сколько составляет скидка?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 18:02:26
141;3048;Добрый вечер! Стоит ли при поступлении на техническую специальность прикреплять дипломы о призовом месте в ВсОШ по английскому языку? Или приветствуются только профильные дисциплины?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Однако отмечу, что в нашем институте учитываются дополнительные баллы за индивидуальные достижения, но они начисляются только за определённые мероприятия и категории, связанные с поступлением на технические специальности. Например, учитывается участие и призовые места в олимпиадах по профильным предметам.";👎;1652492951;2025-07-02 18:02:58
142;3063;Если документы в вуз подавали вживую, то можно будет заявление на зачисление заполнить онлайн?;При подаче документов на бюджет или контрактное обучение в ИРИТ-РТФ УрФУ достаточно электронного согласия на Госуслугах. Если вы подавали документы лично, то для дальнейшего взаимодействия, включая заявление на зачисление, можно использовать электронный формат через Госуслуги.;👍;1467681424;2025-07-02 18:56:33
143;3066;Кто нибудь загружал аттестат включая вкладыш с оценками?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-02 19:07:18
144;3065;Куда загружать аттестат? Про это на госуслугах ничего не написано, просят только номер аттестата ввести.;Аттестат не нужно загружать на Госуслуги, так как для подачи документов на бюджет или контрактное обучение достаточно электронного согласия на портале. Однако в личном кабинете УрФУ вам потребуется предоставить следующие документы: паспорт, аттестат/диплом, СНИЛС (если есть), подтверждения достижений/льгот, а для юношей — приписное/военник. Нотариальное заверение копий не требуется.;👍;1973933847;2025-07-02 19:46:35
145;3073;"Здравствуйте, я гражданин Таджикистана, подал заявление о поступлении через гос услуги и через личный кабинет, загрузив все документы. Статус заявления сейчас ""ждём результатов испытания"" . Я хотел уточнить, когда будет список испытаний ?";"Здравствуйте! 

Для иностранных граждан запись на испытания открывается с 1 июня. График испытаний публикуется на сайте УрФУ. Результаты могут отображаться с задержкой, выгружаются раз в день.

Если у вас возникнут дополнительные вопросы по поступлению в ИРИТ-РТФ, буду рад на них ответить.";👍;5117632221;2025-07-03 04:18:11
146;3077;Доброе утро!! Возможно прикрепить фото, к уже отправленному заявлению через ГУ? Как то мы этот момент пропустили….;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1879368240;2025-07-03 06:28:10
147;3081;Здравствуйте, если подавали заявление через госуслуги, нужно ли заполнять все данные в личном кабинете, прикреплять все документы? на Госуслугах статус заявления - ожидаются результаты испытаний, что это значит?;Если вы подали заявление через Госуслуги, то заполнять все данные в личном кабинете и прикреплять документы повторно не нужно. Статус заявления «ожидаются результаты испытаний» на Госуслугах означает, что ваш документ принят и сейчас ожидается проведение или завершение вступительных испытаний.;👍;1926005501;2025-07-03 06:44:37
148;3093;"Здравствуйте, вопрос не относится к ИРИТ-РТФ, но не знаю куда его можно задать) 
Подскажите, как подтверждается золотая медаль на госуслугах, не могу найти?";Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;2089155804;2025-07-03 07:24:39
149;2981;Добрый день. Вопрос про общежитие. Если запланирована поездка с середины августа до середины сентября, будет ли сложность с заселением?;"Этот вопрос не относится напрямую к направлениям ИРИТ-РТФ, но я могу ответить на него.

Место в общежитии закрепляется на весь срок обучения, однако если у вас запланирована поездка с середины августа до середины сентября, вам необходимо будет самостоятельно решить вопрос временного отсутствия. Рекомендуется заранее обратиться к ответственным лицам в жилищной комиссии или деканате для уточнения возможности вашего временного отсутствия и обсуждения возможных решений.";👎;7532707839;2025-07-03 09:07:47
150;3089;Ааа,понятно. А какой надо выбрать?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Если вас интересует одно из этих направлений, я с радостью предоставлю вам подробную информацию о нём.";👎;1652492951;2025-07-03 10:43:11
151;3123;?;Здравствуйте! Я готов ответить на ваши вопросы, связанные с поступлением в ИРИТ-РТФ УрФУ. Я могу рассказать о направлениях нашего института, таких как «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах. Пожалуйста, задавайте ваш вопрос.;👎;1652492951;2025-07-03 10:44:21
152;3138;"Для высокобалльников и топов бюджетного списка  приоритет в новые общаги?
После переезда в новый корпус института возможно ли что всех переведут в новые общаги?";"Этот вопрос не относится к конкретным направлениям ИРИТ-РТФ, но я могу ответить на него в контексте нашего института.

Место в общежитии закрепляется на весь срок обучения. Переезд в новый корпус института не означает автоматического перевода всех студентов в новые общежития. Заселение в общежитие в студиях в Новокольцово происходит с учётом рейтинговых списков, и возможность переезда будет зависеть от наличия свободных мест и правил распределения, установленных жилищной комиссией или деканатом.";👎;1652492951;2025-07-03 16:05:23
153;3139;У кого тоже все еще аттестат не подтвердили на госуслугах?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-03 16:05:24
154;3158;Само подгружалось?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-03 16:05:35
155;3137;Здравствуйте, а где через госуслуги можно поменять формат сдачи внутреннего экзамена (с заочного на очный в университете)?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;448848227;2025-07-03 16:36:03
156;3163;А вы что подгружали про ГТО? УИН или приказ о присвоении?;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;1652492951;2025-07-03 18:17:48
157;3171;Здравствуйте! Подскажите, есть ли демо-версии вступительных испытаний по 2.09.04.01, кроме того pdf файла с 38 вопросами? Не смог найти информацию. Исходя из того, что смог найти, как будто-бы есть, но не могу понять где их можно найти.;Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.;👎;930298195;2025-07-04 03:28:21
158;2922;Здравствуйте, мы будем пересдавать один экзамен, успеваем ли мы подать документы? Результат обещают до 17.07;"Здравствуйте!

Сроки подачи документов для участия в конкурсе на бюджетные места с внутренними экзаменами — до 18 июля 2025 года. Если вы успеете получить результаты пересдачи до этой даты, то у вас будет возможность подать документы.";👍;5878902211;2025-07-04 04:42:23
159;2977;Добрый день! Какой предмет первый в приоритете на специальность информационно- аналитические системы безопасности? Если у двух абитуриентов одинаковый суммарный балл за егэ?;"При одинаковом суммарном балле за ЕГЭ у двух абитуриентов на специальность «Информационно-аналитические системы безопасности» приоритет будет определяться по установленным правилам конкурса, включая возможные дополнительные баллы за индивидуальные достижения. В случае если и эти показатели будут равны, решение может быть принято на основе дополнительных критериев, указанных в правилах приёма УрФУ.

Для поступления на направление «Информационно-аналитические системы безопасности» необходимо сдать следующие предметы: русский язык, математика (профильный уровень), информатика или физика.";👍;5878902211;2025-07-04 04:47:50
160;3185;На Госуслугах если подали заявление только в один ваш Вуз.Другие Вузы еще изучаем.А если уже будет статус в Госуслугах -Участвует в конкурсе?То уже нельзя будет в это заявление добавить оставшиеся 4 Вуза?;"Этот вопрос не относится к ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ.

Если у вас есть вопросы по направлениям нашего института, буду рад на них ответить.";👎;875213229;2025-07-04 08:58:05
161;3232;"@den757 
добрый день
подскажите, гто сдан
на руках есть приказ о присвоении золотого значка. на сайте гто по уин все есть
но удостоверение в область еще не пришло, и госуслуги по уин ничего не находят

при подаче документов через ГУ прикреплять сам приказ ?";При наличии приказа о присвоении золотого значка ГТО вы можете предоставить его при подаче документов. Золотой значок ГТО даёт 2 балла индивидуальных достижений при поступлении.;👍;206477620;2025-07-04 09:52:20
162;3254;Подскажите пожалуйста, если сейчас подали заявление  на 5 специальностей на бюджет и вдруг не пройдём, то можно будет потом заключить контракт? Или нужно сразу до 25.07 контракт тоже ставить галочку на госуслугах?;Если вы подадите заявление на бюджет и не пройдёте по конкурсу, то сможете заключить контракт на платное обучение. Вам не нужно выбирать сразу — можно участвовать в конкурсе на поступление на бюджет и на контракт одновременно, так как это разные конкурсы.;👍;1241346645;2025-07-04 13:44:29
163;3209;Поняла. а до какой даты можно заключить договор?;Договор на платное обучение можно заключить до 5 сентября 2025 года.;👍;5878902211;2025-07-04 14:08:21
164;3230;Спасибо. А есть ли примерные цифры проходного балла на платное обучение по программам вашего института?;"Стоимость обучения по направлениям ИРИТ-РТФ УрФУ составляет до 263 000 рублей в год по большинству программ, кроме направления 27.03.04 «Управление в технических системах», где стоимость обучения — до 216 000 рублей в год. 

Конкретные проходные баллы на контрактное обучение не публикуются заранее, так как зависят от результатов поступающих в конкретный год.";👍;5878902211;2025-07-04 14:11:57
165;3216;Здравствуйте, почему на сайте ирит разместили большее количество мест, чем на госуслугах?;Этот вопрос не относится к разъяснениям по направлениям ИРИТ-РТФ. Я могу рассказать только о направлениях нашего института, таких как: «Информатика и вычислительная техника», «Прикладная информатика», «Радиотехника», «Инфокоммуникационные технологии» и других технических программах ИРИТ-РТФ. Если у вас есть вопросы по конкретным направлениям, буду рад ответить.;👎;1652492951;2025-07-04 14:24:05
166;3272;Здравствуйте,хотел спросить,18-го числа уже дедлайн и пройти регистрацию на поступление уже не получится правильно?;"Здравствуйте!

Сроки подачи документов в 2025 году следующие:
* Бюджет (без экзаменов): 20 июня — 25 июля.
* Бюджет (внутренние экзамены): до 18 июля.
* Платное (без экзаменов): до 5 сентября.
* Платное (с экзаменами): до 3 сентября.
* Иностранцы (доп. набор): 15 сентября — 23 октября.

Если у вас остались вопросы по срокам подачи документов или другим аспектам поступления в ИРИТ-РТФ УрФУ, буду рад на них ответить.";👍;776120358;2025-07-04 18:53:50
